Handle,geometry,divide and conquer,interactive,bitmasks,string suffix structures,dp,hashing,brute force,binary search,number theory,graphs,dfs and similar,combinatorics,expression parsing,fft,schedules,trees,implementation,2-sat,chinese remainder theorem,matrices,strings,meet-in-the-middle,shortest paths,ternary search,*special,sortings,probabilities,data structures,graph matchings,games,flows,greedy,constructive algorithms,dsu,math,two pointers
i8nd5t,12800,14200,3300,27700,0,125800,4800,148700,79700,53500,67200,48000,33700,0,0,1700,21900,198200,1900,0,1600,48300,2900,31100,2600,1000,110500,800,116500,2900,8200,3600,261100,137500,24500,239400,53600
mramirez,43100,36700,29000,104700,7000,396100,30000,250200,180000,149500,320500,267900,81400,0,2000,1700,200900,377500,13600,2000,6300,99500,3200,99600,19600,10800,240900,25000,318000,13200,31700,25400,618700,370300,90500,485000,112900
Sugarii,53800,51400,27900,110300,15600,385700,41000,361600,262000,167500,229300,150900,102000,1600,2500,0,143200,437100,3400,5300,7600,123000,5500,73200,9400,0,216500,40100,392500,8300,22400,41800,651200,391300,74800,530800,138600
fugazi,34500,76000,20500,102600,9800,395700,46600,271700,234300,166100,214800,193500,105800,1600,23300,2000,144300,419100,8300,4300,17600,129400,9100,45400,15800,2300,266000,23300,357500,13000,16100,18600,595700,315200,86900,548200,157100
Nutella3000,78800,98300,56000,184200,7700,573400,40600,409600,275500,190900,321600,295400,148900,3200,23400,2000,229200,560900,14000,0,23300,157800,10300,92300,27600,20500,313700,28400,470900,12100,48200,19800,787100,481300,132800,652100,184500
lanadelgay,1000,6400,4100,8800,0,58200,1300,35900,24400,42200,23400,22500,23400,0,4700,0,18000,33600,4500,0,2300,14400,0,1400,0,1800,36500,2300,34700,3300,1100,3300,68300,54800,12100,93100,27900
Nika_Tamliani,52000,100700,68400,275800,34800,888700,76600,649100,509100,323000,444200,430500,207100,1600,13300,8000,349900,1016400,7800,9200,46000,296200,9200,126800,26400,42600,482400,44600,795500,10000,62300,18200,1124100,543300,176000,1010800,313100
misthyyyyyy,16300,15600,5500,60400,6300,290200,11700,139700,112700,79400,101700,108900,80900,1600,12200,4000,76200,181700,4600,0,8200,55500,2100,25200,11200,0,127900,2500,158200,4100,6000,8600,303100,164400,57000,252300,52900
misorin,24300,34200,19900,90000,3800,362100,29600,311100,207500,144700,197800,159500,118500,3000,9000,0,105200,483800,7700,4200,15500,149800,10100,53000,14900,6700,240200,12700,309600,14200,21500,11200,642400,302500,70200,554100,139200
hanhon,2000,7200,2700,9000,0,45500,0,35300,19000,17100,20500,24200,10100,0,4800,0,20400,37200,1900,0,0,7600,0,3800,1300,900,25800,0,26700,4300,1200,0,57600,38100,6200,63400,14900
itohdak,60800,23800,46700,99400,8600,427000,27300,370700,259000,155900,206900,175000,102000,0,0,0,126100,590200,7600,0,11900,163600,7100,78000,19000,34500,303000,15600,286200,7200,38400,11500,787100,413800,50300,668100,161100
minhnguyenxuan60,21700,15600,28100,79500,5700,199900,18900,210000,113900,140300,64600,52000,78000,0,13700,1700,49800,234100,3900,11100,5600,65200,0,16900,6400,1700,123200,14700,124200,4100,28900,8200,398100,285000,24400,437900,88200
moo.,66100,69000,70200,163200,17700,649900,73300,454700,304500,221500,350000,326600,173500,4200,9300,1700,271400,593500,10800,4600,21600,171400,10300,95400,27100,11200,379900,52600,534800,26300,52400,39700,914100,578900,124000,789000,212600
PraveenDhinwa,40300,47000,10600,65800,7100,291000,25600,248100,138400,114600,104900,114200,100600,4200,1900,0,90300,450200,4000,4000,13000,114900,1800,19700,11000,6500,177300,35900,206000,2000,41700,2900,330500,168300,34300,375600,92500
agul,75100,27800,20100,93100,20900,492800,60700,382400,245200,156000,333500,247600,95900,20200,2300,0,116400,669200,4200,12000,21000,195000,7500,73600,19100,97600,275800,29100,361100,23800,46500,13400,632600,405600,80600,604300,121100
hyta4982,23600,31700,18100,45500,0,181400,12000,129400,85000,130100,100500,60200,66900,0,9600,0,55300,168300,1900,2200,8600,48900,0,30000,3600,7900,114500,10500,132500,5600,21600,1600,299000,205800,26400,282500,65800
deuslovelt,13900,4500,7900,19400,1600,87600,12300,93400,49800,53800,40400,31000,33400,0,2500,0,20900,121600,1900,4400,0,29200,4100,7100,0,0,71500,3100,53500,1100,12600,1600,183300,97700,14100,204300,24400
roaris,25500,19300,9000,64300,0,338900,19100,299200,198800,125600,175500,170100,79900,0,4300,1700,102200,471700,6900,2000,8200,93000,3200,60400,13000,2200,244100,4000,228200,5000,25100,7800,656600,300500,59000,493600,153900
SeismicToss,14000,24000,11000,50800,3300,257900,14200,199100,118700,81100,112800,116700,62000,1600,1900,0,56300,356400,3400,1000,8300,95500,1500,33100,12300,1000,188700,12600,149100,4500,12500,6800,467900,211500,35300,399100,72900
MaxShch,5200,0,3500,7500,0,30300,3000,47500,17900,17900,11400,8500,4500,0,0,0,3300,69500,1900,0,0,13100,0,5300,0,0,29400,0,13900,0,5600,0,78000,47600,4600,75600,12500
Perry_vc,1200,1500,1800,5800,0,29700,3200,28900,20000,13000,16600,16100,5000,0,0,0,15100,40700,1900,0,0,13600,0,0,0,0,23500,800,16900,0,900,1800,56200,34700,3400,44500,15600
se1ka2,39700,41900,50100,130000,8800,424300,36100,324600,252800,138700,226000,172700,132500,1600,7300,0,116300,451700,15200,7400,7900,135200,7900,77100,21000,7900,262100,26600,327300,19800,30800,22600,730300,430800,63500,594200,166400
Gheal,46200,24800,39900,71300,7400,235900,34600,255900,135600,114300,96000,60600,71700,1800,5000,0,46300,350600,3400,3200,7700,111800,9100,40300,6100,41100,150400,11400,181300,5600,24900,10000,473400,287100,24800,486600,78700
LameloBall,0,0,1600,0,0,12100,1200,7300,6200,10700,2500,0,3000,0,0,0,0,1600,1900,0,0,0,0,0,0,0,8600,0,2500,2100,1200,0,8700,6100,0,21700,3100
DhRuMiL,18600,10000,20500,60900,6300,175300,15100,187900,115300,78900,75000,70600,51700,0,1900,0,48400,233000,3400,0,0,63400,1500,14300,9100,4000,105500,5200,113000,3800,20700,4300,366700,203600,18800,342600,84100
pnm1384,11500,36100,9600,43400,6300,229400,24500,184300,120700,84400,116700,108800,40000,0,0,1700,99300,331000,5800,0,10700,90600,0,34500,2000,3900,130300,17000,217700,16600,14200,4000,304700,179400,31000,308100,70300
swimmerstar,32400,14100,31700,72900,0,219000,15900,222600,154000,110300,127900,93500,88100,3000,1900,0,41300,321200,5500,1000,10700,95800,2200,39300,10000,1900,171100,7600,166400,6100,22200,4000,403400,266000,32400,397900,82900
sarthak_fake_id,0,2700,2800,8500,0,39200,4600,60000,38000,26200,9800,8800,19200,0,0,0,0,89800,3400,0,0,24200,0,7600,1500,0,60100,1600,43000,2200,1200,1800,119500,76500,0,139000,37300
kaikey,50700,50600,41500,126000,6200,558400,36800,468600,300500,202200,283900,269000,146500,3000,9600,1700,201600,709500,5700,4400,19100,186000,11200,66700,20000,0,358900,35700,444200,13000,31300,24100,945300,449500,98200,771200,189900
Hitesh_0301,14600,14500,18700,52500,3300,208100,12400,219900,140900,115300,122200,104200,64800,1600,4900,0,68600,401700,3400,1000,6900,92400,0,36500,11300,15300,180300,3000,143000,6600,21600,3600,457100,250800,37300,402500,96000
GusMG,31000,28000,33600,83300,9900,226800,31000,206000,148700,124700,115500,94600,81600,0,16000,4000,59200,284700,3900,8000,5900,85400,1400,22100,14000,5600,167700,8900,214500,9400,18300,16600,400700,254700,41700,396000,78800
smit.mangukiya,43400,18300,10600,66500,5300,500100,39100,366100,220400,230400,156500,158100,107600,1600,4400,2000,94000,688300,5400,3000,15700,163600,3300,36500,17000,38700,244500,30000,242500,12100,26200,11600,630200,323500,50100,740000,166600
Nihad_Nabelsi,57900,29800,29300,132400,9300,558800,39100,452000,313300,242300,223700,198100,116500,4500,2000,0,121700,818200,5400,2000,11600,214300,10700,68500,22800,13200,323000,13700,358600,10500,54900,9900,889800,474300,54300,811500,176000
Haar,29700,49400,23400,93900,8100,329800,15400,244200,178500,135300,208200,209900,100900,1600,1900,0,116600,434400,4200,0,14300,115500,6800,66000,17500,4200,226300,26200,298700,7800,14000,8100,546800,259600,50100,441300,101100
tonyli00000,19800,8600,21700,42700,7200,190900,19000,182600,127300,82100,78100,58400,60000,0,0,0,41600,285900,3400,3200,8200,77200,3100,22000,15800,2000,141500,4500,155400,2900,10500,7000,411300,216700,20600,368500,81100
tykkipeli,29100,38000,27300,77400,2400,273900,25300,244200,162300,102500,121400,122200,73100,1400,9100,0,92100,315100,5400,10800,2100,103800,2200,28800,13100,0,187100,15700,217900,6500,24700,12700,504000,285500,35800,437000,113200
dcordb,112300,111600,44100,224900,42400,1057500,66900,676600,457000,344700,536300,511000,255100,11000,38600,0,348700,1153600,24800,3600,47700,360700,29100,143600,23700,9400,471200,75900,744400,31800,62900,60000,1232600,666900,161400,1171200,229000
suta,50200,77400,52000,152300,2400,511200,40400,389100,288200,175500,284800,215300,164600,1600,13900,0,148200,475700,15200,3000,8600,146100,11500,89000,26000,0,330000,24100,383500,30000,36400,25100,821800,474800,88800,672300,211400
snacache,86400,46000,39400,147400,9800,575800,51800,505400,303400,210800,341200,314200,123400,7500,2300,0,193000,912400,5400,0,27200,225300,16200,128800,18900,23400,347600,32500,407100,17900,38700,20600,823700,492300,96100,798800,144200
yuanyuan2048,13200,58300,17100,185300,10400,811700,62300,485500,430300,286200,364600,350200,203400,0,11600,0,252600,528100,6200,8100,12000,149400,14200,123600,20400,3400,369200,33000,585700,28100,33600,57000,955200,475400,122300,803800,218800
Qd2021,0,1200,0,1300,0,19800,0,20300,7900,10100,10000,2800,3000,0,0,0,1600,9800,1900,0,0,5800,0,3900,0,0,12100,0,14000,0,1200,0,26200,15400,0,26900,3500
Ernestico,39200,35900,50800,106200,14000,284400,31200,218300,171400,88800,197200,186100,69100,0,21900,0,140000,314700,7800,6500,11000,97400,0,55000,17700,0,156600,27200,229900,14700,23000,22200,414300,279400,53300,350200,73000
TheVeteran,1600,3100,1600,4700,0,40700,0,25800,12000,20300,13000,5500,6400,0,0,0,11300,35300,1900,0,0,12600,0,8300,1700,0,30400,0,13000,0,5500,0,69500,40500,1900,59900,17500
Madows,20700,14100,15900,40400,4800,143700,13000,113100,69200,55600,87500,75100,35200,0,2400,0,39900,146100,1900,1000,4300,54300,1400,19700,7500,0,97800,3800,120600,4300,6000,2200,261800,137900,17000,194800,46400
asdsasd,14800,12100,19500,53300,2500,134400,7900,126600,63100,42100,50800,39900,41000,0,2000,0,25200,168900,3900,2000,1700,52300,0,18200,2100,3800,109200,8600,79300,10700,10000,9000,254100,188500,8300,234000,45100
OMG_link,22800,43100,22900,58100,2600,200100,19200,142500,105200,79000,102400,73600,60000,0,14500,0,74700,164400,3400,4800,1700,50300,2600,27800,5800,1800,106600,14100,170200,7900,16900,16600,276800,183600,30600,257200,87600
123ZDQ,10500,5900,10900,29500,1700,93200,10900,84300,44700,52600,42400,25900,29200,0,7300,0,19400,70400,1900,0,0,27300,0,9500,3400,0,59800,9300,60800,2100,3100,1600,133800,92100,10300,138500,33600
Sakhiya07,34100,40200,21200,115400,18000,516600,40000,425800,303500,296400,199900,205600,186300,1300,11600,2000,162100,721500,5400,4800,25900,194500,7100,48300,25000,12600,324400,34400,348200,9900,32100,12200,794400,399600,78600,823000,176800
qwerasdfzxcl,18500,27500,31800,62800,15200,175900,70600,154500,106500,97100,123400,75100,61300,0,12300,1700,57900,142300,6500,4200,2500,52000,0,24800,8600,0,82500,10900,108900,9600,19200,5400,283100,225900,64300,276300,73500
Raghav_Rathi_,28700,25300,27600,61900,10800,244900,19600,290200,162100,107600,95800,80600,72400,0,2000,1700,61100,444800,5400,3000,3300,107900,1500,33400,15800,4900,224100,11800,184200,7500,21800,8000,583200,316200,19500,495400,93800
NiceClock,5900,6500,17300,26100,3300,93100,8700,51400,38200,41000,41500,30900,19400,0,2300,0,22300,82600,1900,0,2100,23000,0,7400,1800,0,54100,25600,62200,6200,4800,1900,117800,98400,5500,120200,30000
alocytus,14900,17100,10600,46500,3300,144400,8500,134600,69100,61000,54800,45600,49500,0,7600,0,36300,161000,7700,2000,3800,45500,1500,17300,4700,1000,86000,3400,101700,2900,8700,5700,283900,169600,23700,253200,52600
confidence,2700,1200,5200,4100,0,64700,2300,35900,59700,17300,17200,10500,6000,0,0,0,0,23000,1900,0,0,4800,0,3600,1700,0,57000,0,20500,2100,2000,0,49400,18500,3400,53800,36100
siddhantjain,6300,10400,7700,28300,0,182100,2000,182000,80600,61000,64800,73300,43300,0,2000,1700,42000,314800,10000,2000,1500,69900,1500,23200,2400,4800,131500,9500,111500,3800,15100,5600,317300,153400,26200,311300,53100
dredwerkz,70100,4700,48100,70900,4500,266600,23200,289500,151300,121800,144500,145500,89900,3800,0,1200,83400,544500,4600,1000,8500,132400,20500,33600,19300,15800,188500,16900,193300,8400,14700,9700,511500,386200,32700,555800,81000
harsh639,39900,36600,39300,113400,12600,419800,44300,380500,263900,202400,172900,150100,98400,1600,6200,0,102500,551300,5400,4800,10300,153300,25500,57600,30000,1700,309900,15400,323300,8100,36700,14900,864000,431700,51400,717500,157300
vok8,37500,53600,59500,161300,18600,436800,48300,446100,293300,223100,207900,183100,153000,0,14100,1700,116400,531800,13500,11200,6400,142600,9700,46300,20700,30500,295600,35400,332900,16300,57200,14700,842500,563800,70300,826200,171700
JulianF,1000,0,0,1200,0,9400,1300,8300,6400,8000,2800,0,3000,0,0,0,0,5100,1900,0,0,1300,0,1400,0,0,7500,0,3100,0,0,0,7800,6600,0,14000,4900
huangda,12200,3300,5700,26700,6800,119600,11000,136600,105500,59700,57200,41500,32200,0,0,0,25400,240900,1900,0,3900,65600,0,24100,7300,0,103400,3500,102700,1800,25900,8700,284800,154300,12500,251100,57900
akshaygahlot73,46500,35700,44900,106300,17000,532800,44900,338300,287600,151200,248100,243300,149000,1600,8500,1700,179200,488200,5400,3000,9000,148300,3300,76100,23100,7400,301400,31900,376200,7200,36600,11400,751700,427600,60400,616000,161900
Paniago,34500,20600,20800,40200,26000,252600,41500,177400,114000,93800,145400,112700,40300,0,12000,0,98500,297400,6100,0,5300,87100,19800,40600,9300,0,104400,12900,139500,1200,19000,3500,268600,187500,40400,251400,67400
ap1403,11300,14100,2100,27800,3300,108000,5000,116500,88800,46000,23700,22000,45400,0,0,0,15100,159800,3400,0,2100,40800,0,5900,6000,800,90900,3200,71100,2900,10400,1800,226100,137700,9700,226200,67000
maverick16,32900,19400,25900,93800,11800,389500,28900,271300,183400,135300,163300,147600,140600,0,4800,0,96400,395800,5300,1000,5900,112400,4600,32300,17500,11300,225600,25300,240900,4500,30600,10100,619800,323100,58300,521900,128200
lmhoang2021,0,1200,3800,800,0,23900,1200,25600,12500,21600,1400,3700,3000,0,0,0,2500,12800,3800,0,0,1200,0,0,0,0,15900,0,15300,0,0,0,17600,18100,2500,39800,3400
OsmanliTokadi,11000,9100,9400,42600,5400,170200,9600,145000,98300,77600,102700,91800,37100,0,0,0,48900,232300,3900,1000,0,59600,0,35300,14900,6100,125700,1700,116700,1100,21400,0,349800,157500,23800,290800,65200
nauynix,42600,43300,46100,137000,14700,426800,41900,290300,208100,133900,204400,180300,102900,0,9100,2000,134700,343400,12700,4200,15900,106500,2400,50200,19700,16300,251500,16200,382000,14800,34600,17800,597400,428600,63600,484200,161800
mridul_bhatt,18400,14000,7000,57100,7500,241700,19900,192700,131400,110700,77900,77000,78300,2500,0,3700,57700,357100,3400,1000,7700,102800,6500,22200,9400,5700,165300,10500,163400,4700,12800,5400,394900,185500,18700,382100,85900
Stiff_Subset,42200,32500,23900,67300,16500,278100,25500,251900,161600,109400,137600,150500,52200,2700,9900,0,103000,391300,4200,0,8100,117300,7500,28600,14900,11300,164800,6700,207100,10200,22900,4900,408700,228400,43500,369100,101100
cedretaber,4900,1200,5200,8100,0,45000,1900,47400,45600,25400,10900,10700,5200,0,0,0,3200,53300,1900,0,0,10300,0,1500,3100,0,27200,0,31600,0,4000,0,77800,50400,5700,84100,16900
vladmart,71700,34500,46600,80200,1600,379400,27000,434500,269300,144600,161600,152800,79500,1600,0,0,93700,830200,3400,2800,1700,186200,7100,53900,22900,53000,289200,15800,284200,10200,24200,7700,750400,385500,39100,642400,157300
pacha2880,81800,49500,15700,77300,16900,328300,27500,257300,159300,132000,176400,150400,90800,3700,9300,0,97900,391800,7700,15300,10700,134000,1700,31100,10000,2800,167000,32800,266100,3000,8300,12700,395800,206100,55000,431100,101700
Hasnaine_,87100,87900,70100,169800,8900,703200,59900,542400,367700,252600,325700,303300,173600,800,15500,0,214300,915700,16400,5400,15400,224300,7100,87300,29900,9400,414100,44400,575300,22300,65300,23400,1008900,557800,96100,856200,212300
zjjws,33300,37900,65500,111800,14200,335200,33000,217400,149600,110400,175700,136100,103900,0,4700,0,160000,215000,7600,0,15200,61600,0,50700,3400,3000,128900,10000,346900,10300,13300,34300,406800,258500,71200,299600,79100
jimm89,46100,28000,65800,127900,17400,520700,71700,463400,306100,238600,267000,217800,143500,2900,2000,3700,153600,637600,5400,5600,10800,192700,3000,73900,25800,75000,322300,25500,368400,30200,47900,38500,867900,523600,65600,826800,216100
Aphelios,30900,18500,31500,85300,10700,261000,26600,186000,131100,99300,146600,125300,88000,0,7000,0,84600,222500,7600,1000,3800,79300,8500,40500,10800,0,136700,31100,179800,4400,13400,7700,402100,237800,49800,345600,82600
xor_pilot,6900,10700,3700,25800,5100,126100,11000,87300,75100,45700,83600,66700,27700,0,0,1700,54100,127700,1900,0,0,28700,0,18200,1400,1000,92000,4100,96100,3900,10200,1800,201100,94200,23700,162500,41400
lucasturci,39200,60200,27400,126700,31800,458000,53700,367100,239300,141300,192500,187300,105900,4900,13500,0,146500,591900,5400,6200,16300,184700,12400,55300,12200,2700,252100,28700,425000,12900,27300,30900,621100,334300,55800,552500,157100
Saksham_2000,30200,33300,18200,107800,3300,381800,32200,306900,206800,206900,90200,96300,128500,0,4400,0,68800,460500,5400,2000,6900,103600,1400,27000,16200,3000,225800,34700,239800,10400,42500,9300,536600,327300,31800,587300,130400
P___M,1500,0,3300,8500,1500,35200,5700,36500,29700,23900,19700,16700,8700,0,0,0,3400,40700,1900,0,0,7800,0,5000,2100,0,34700,0,19800,3900,2900,1800,66400,33000,3700,69500,14100
shaun_0124,20800,28900,14000,46400,1500,145800,7000,112100,75500,51800,75900,86500,40500,0,0,0,75900,145800,3400,0,1900,33000,4800,30600,12000,14700,95000,10400,129100,0,8800,6600,261000,144400,34300,202500,50700
fcw,52900,27800,56300,89000,23100,368900,27900,302900,228100,122600,218700,189000,71600,0,7600,0,116200,430800,10000,1800,6500,133000,3600,59200,27800,0,242900,11100,268500,9800,29900,23100,672200,376500,73800,503200,142800
cryptid,37800,14300,36600,57100,8700,296600,25100,349600,208100,134900,157900,130900,89800,0,4300,0,69700,669700,1900,1000,3100,158100,5000,49500,19400,7900,250100,10900,225200,10700,30200,11200,695700,366600,45500,604100,130200
nuts16,41200,34200,16100,74400,3300,370800,16600,337900,224700,158900,181000,151400,101300,1600,4400,0,92900,576300,5400,3000,8400,139000,6700,51800,11400,1000,286100,15300,233400,7200,29300,12500,795700,413800,42900,660500,135000
